tr
99990.000000,81888.523438,80765.476562,80750.789062,80864.804688,80726.203125,80739.281250,80741.570312,80875.742188,80797.148438,80729.226562,80808.609375,80815.945312,80731.414062,80748.859375,80876.890625,80834.859375,80800.789062,80798.656250,80741.515625,80607.250000,80780.789062,80702.921875,80648.132812,80834.804688,80701.046875,80738.343750,80799.437500,80735.375000,80716.156250,80665.265625,80774.070312,80867.203125,80804.859375,80802.359375,80809.390625,80780.789062,80627.875000,80749.640625,80816.101562,80644.796875,80758.343750,80811.156250,80821.156250,80820.273438,80824.078125,80850.218750,80834.125000,80795.734375,80719.539062,80651.312500,80834.593750,80788.968750,82859.531250,80754.437500,80751.515625,80826.679688,80833.765625,80691.468750,80794.804688,80553.031250,80817.617188,80788.187500,80742.929688,80727.617188,80741.312500,79974.781250,68606.156250,65698.437500,6765.421875,99996.406250,48606.933594,37637.382812,45705.828125,15964.992188,99995.726562,60362.128906,60394.371094,99996.093750,59652.320312,54445.441406,99996.250000,67659.578125,19661.531250,70388.281250,80716.257812,80702.765625,80780.015625,80741.828125,80788.656250,80695.320312,80677.718750,80701.828125,80716.414062,80658.078125,80776.359375,80695.945312,65888.500000,99996.250000,-111244.937500,99994.218750,99997.132812,67192.062500,39658.046875,31625.789062,99995.882812,47989.160156,40475.929688,99997.031250,32663.625000,25311.703125,99996.773438,47743.949219,99996.148438,9745.804688,99996.460938,22911.031250,43445.468750,71590.906250,99996.351562,70271.406250,99996.148438,-21813.250000,99994.429688,48485.835938,99996.195312,-27772.601562,99992.867188,99996.304688,-404.101562,99994.898438,51797.210938,64161.015625,99996.875000,99995.781250,-150083.265625,99996.460938,99997.656250,-1810.898438,99995.210938,80597.093750,80680.531250,80611.984375,80604.851562,80729.437500,80661.257812,80676.312500,80718.703125,80656.468750,80763.656250,80690.476562,80758.187500,80792.773438,77325.140625,80746.671875,80742.609375,64907.589844,19759.968750,58129.949219,99996.562500,38415.468750,99996.093750,-17664.054688,99993.593750,59257.625000,99996.195312,52987.753906,55084.675781,39849.925781,56516.632812,99996.460938,58883.921875,23896.515625,66099.437500,66626.898438,80768.343750,80669.070312,80691.828125,80660.476562,80641.046875
99988.648438,19126.937500,99996.195312,51130.425781,99996.406250,46155.164062,54982.019531,55819.378906,-30515.203125,99995.312500,50223.945312,74226.539062,99995.882812,85499.695312,85696.312500,87690.468750,83645.851562,85631.984375,85691.726562,87713.390625,85687.976562,85653.554688,87705.054688,85542.195312,85656.625000,87688.906250,85668.078125,85602.820312,87692.812500,87690.781250,85685.687500,87650.523438,85701.726562,85566.937500,87615.984375,85717.664062,85719.906250,87559.890625,85667.820312,85660.945312,87612.703125,85674.492188,85637.195312,87564.375000,85690.117188,85617.351562,87738.437500,77104.406250,74946.968750,-23204.328125,99994.429688,99996.093750,43179.839844,53158.281250,31259.382812,-39017.781250,99994.742188,18579.265625,55473.589844,37167.941406,56993.363281,56732.886719,29557.367188,14848.921875,67138.890625,73280.632812,30889.375000,56132.457031,87731.039062,85537.875000,85633.078125,87683.851562,85717.148438,85560.109375,87536.296875,85626.468750,85659.593750,87671.507812,85670.945312,85613.234375,87739.164062,85682.250000,85648.234375,87660.882812,85701.054688,85694.804688,87725.265625,85671.312500,85640.734375,87558.851562,85623.757812,85724.281250,87592.500000,85571.000000,70888.132812,8501.187500,54615.238281,54614.300781,28498.648438,54572.531250,53742.300781,38569.066406,99995.992188,47357.792969,71431.789062,62671.449219,99996.250000,50637.914062,49153.507812,28071.343750,99997.132812,56774.191406,52532.695312,45329.519531,99996.250000,85663.500000,85638.500000,85732.562500,87631.875000,85589.125000,85759.492188,87635.570312,85674.281250,85643.859375,87736.875000,85659.281250,85565.734375,87691.507812,85600.062500,85681.312500,87676.148438,85658.546875,85549.484375,87599.687500,85668.914062,85661.882812,87693.125000,85645.109375,85575.687500,87743.437500,85729.125000,85613.757812,87437.023438,85559.539062,85731.054688,87631.140625,29785.031250,41040.734375,67347.484375,62163.574219,-34748.046875,99995.367188,70887.718750,72468.375000,2670.648438,99995.210938,50373.535156,99996.718750,40339.675781,99995.726562,54250.957031,10002.476562,99997.289062,43768.496094,44367.675781,66148.140625,12456.796875,55084.675781,39849.925781,56516.632812,99996.460938,58883.921875,23896.515625,66099.437500,66626.898438,80768.343750,80669.070312,80691.828125,80660.476562,80641.046875
99989.007812,91622.898438,91756.335938,91818.265625,91754.617188,91780.187500,91799.562500,91554.875000,91725.921875,91702.328125,91771.546875,91743.937500,91722.742188,91742.062500,91715.968750,91830.187500,91798.679688,91755.500000,91783.000000,91798.210938,91783.523438,91816.914062,91767.218750,91745.187500,91692.640625,91712.898438,91689.093750,91724.515625,91679.773438,91683.734375,91765.765625,85503.390625,16915.171875,63287.921875,64448.933594,46599.031250,99995.781250,60732.968750,62823.015625,60764.273438,57156.437500,43702.976562,54858.468750,42308.832031,-22370.453125,99995.000000,62929.687500,70584.375000,71967.421875,78809.500000,91802.171875,91656.492188,91556.281250,91668.312500,91643.890625,91620.187500,91762.015625,91607.320312,91506.750000,91702.171875,91617.062500,91602.109375,91714.046875,91544.562500,91597.734375,91650.132812,91633.468750,91608.414062,91804.875000,91623.523438,91549.875000,91684.617188,91713.421875,91636.382812,91574.039062,91575.656250,91511.171875,91580.757812,91700.242188,91807.015625,91713.835938,91731.804688,91600.656250,79745.250000,17664.562500,38158.324219,48955.636719,58183.125000,60290.304688,4255.625000,99996.195312,24199.023438,68425.218750,53088.957031,57671.085938,67808.539062,32137.257812,68816.109375,71008.085938,73019.640625,73319.382812,75175.101562,68986.687500,91621.906250,91686.859375,91717.273438,91783.265625,91787.531250,91738.679688,91768.054688,91717.117188,91721.023438,91732.484375,91646.750000,91786.593750,91765.554688,91815.921875,91656.906250,91757.898438,91798.421875,91712.898438,91692.484375,91746.703125,91786.804688,91772.429688,91688.890625,91652.585938,91690.085938,91778.578125,91773.937500,91786.281250,91773.734375,91751.593750,91801.960938,91774.828125,91828.476562,91830.140625,91803.210938,91814.515625,68810.382812,36204.902344,69103.148438,63521.207031,60172.179688,62589.160156,64177.574219,-5304.515625,99995.101562,69639.203125,66346.109375,71444.031250,33795.734375,69797.539062,91778.421875,91803.312500,99995.210938,50373.535156,99996.718750,40339.675781,99995.726562,54250.957031,10002.476562,99997.289062,43768.496094,44367.675781,66148.140625,12456.796875,55084.675781,39849.925781,56516.632812,99996.460938,58883.921875,23896.515625,66099.437500,66626.898438,80768.343750,80669.070312,80691.828125,80660.476562,80641.046875
99989.476562,93948.257812,95797.617188,95449.226562,95962.468750,95421.625000,96108.148438,95154.117188,94971.507812,95536.156250,96403.101562,95461.156250,96311.382812,95372.406250,92990.476562,96473.671875,95401.882812,96435.546875,95407.867188,96409.507812,95291.203125,96500.390625,95489.906250,96415.289062,95369.070312,96556.226562,95385.109375,96425.601562,95388.648438,96273.671875,95399.437500,96488.468750,95510.742188,96586.226562,90255.000000,95630.171875,95382.820312,96276.171875,95384.382812,96451.226562,95448.656250,96362.843750,95360.843750,96470.398438,95432.976562,96526.695312,95417.351562,96541.437500,95354.539062,96471.851562,95427.453125,96280.804688,95403.656250,96545.968750,95337.609375,96452.687500,95384.382812,96551.492188,95401.046875,96453.203125,95460.320312,96457.578125,95457.453125,96491.953125,95352.554688,96470.914062,92394.632812,96526.070312,95377.664062,96325.859375,95273.859375,96188.562500,95252.398438,96528.625000,95486.414062,96560.242188,95470.945312,96529.617188,95428.500000,96316.898438,95389.015625,96377.578125,95473.390625,96526.179688,88098.031250,95432.875000,95437.609375,96489.195312,95455.421875,96511.023438,95394.796875,96386.906250,95310.007812,96505.867188,95383.546875,96404.140625,95491.671875,96394.562500,95425.164062,96523.210938,95462.875000,96389.453125,95519.906250,96342.007812,95513.234375,96491.906250,95490.375000,96521.750000,95382.867188,96299.398438,95456.515625,96519.664062,95444.906250,96528.882812,95316.984375,96451.593750,95506.671875,96474.921875,95370.007812,96499.148438,95417.406250,96361.539062,95435.734375,96503.101562,95403.656250,96469.351562,95403.492188,96338.203125,95414.125000,96410.390625,95348.289062,85432.039062,86368.984375,83958.929688,65238.328125,84203.000000,57436.445312,85507.765625,82837.765625,83530.015625,-7383.570312,99994.375000,-11789.343750,99995.000000,87061.343750,83881.429688,87590.156250,85042.757812,49045.796875,83484.234375,94306.648438,96268.359375,95387.867188,91778.421875,91803.312500,99995.210938,50373.535156,99996.718750,40339.675781,99995.726562,54250.957031,10002.476562,99997.289062,43768.496094,44367.675781,66148.140625,12456.796875,55084.675781,39849.925781,56516.632812,99996.460938,58883.921875,23896.515625,66099.437500,66626.898438,80768.343750,80669.070312,80691.828125,80660.476562,80641.046875
99988.695312,93966.851562,94490.140625,95182.656250,95548.710938,94583.007812,96235.078125,94581.656250,96060.851562,95057.757812,96025.382812,95026.562500,96244.453125,95033.492188,95998.195312,95273.593750,96089.710938,95028.070312,96186.484375,95074.476562,95992.312500,95001.820312,96057.679688,94974.320312,96076.164062,85257.140625,91032.937500,84693.164062,77138.945312,84006.015625,81449.609375,83444.804688,27241.117188,88019.382812,90006.140625,88374.492188,62049.250000,80327.390625,81979.617188,81543.671875,85354.843750,94888.382812,96117.734375,94979.843750,96056.632812,94967.812500,96155.804688,95193.906250,96178.148438,95029.062500,96032.937500,95053.960938,96082.679688,95141.460938,96198.875000,94987.445312,96212.054688,94988.953125,96092.312500,95222.710938,96168.304688,94958.328125,96216.484375,95227.710938,96113.718750,95055.726562,96052.882812,95199.640625,95989.968750,95210.421875,96143.828125,94704.781250,96092.265625,95007.289062,96005.593750,89508.062500,95022.601562,94853.640625,96200.281250,94974.320312,96278.875000,95074.429688,96028.039062,95149.218750,96080.804688,95017.085938,95992.414062,93981.015625,96199.187500,94985.414062,96219.812500,95029.531250,96024.867188,95125.109375,96173.460938,95000.414062,96015.695312,95135.210938,95980.437500,95093.750000,96212.781250,94938.070312,95977.828125,95154.484375,96074.914062,95084.007812,96154.187500,95071.562500,96093.664062,94934.531250,96074.656250,94936.351562,96058.093750,95090.054688,96225.906250,95101.406250,96037.000000,95015.992188,96172.625000,95042.757812,96094.500000,94936.195312,96043.250000,95081.406250,96077.679688,94606.812500,94934.890625,95139.476562,96055.125000,95284.273438,96178.203125,94818.273438,96300.445312,95072.656250,96111.164062,95032.242188,96062.156250,95165.578125,96269.195312,94997.757812,96086.007812,95248.492188,96233.203125,95122.968750,96100.750000,95123.804688,96017.468750,95035.101562,96146.328125,95004.109375,96195.078125,96268.359375,95387.867188,91778.421875,91803.312500,99995.210938,50373.535156,99996.718750,40339.675781,99995.726562,54250.957031,10002.476562,99997.289062,43768.496094,44367.675781,66148.140625,12456.796875,55084.675781,39849.925781,56516.632812,99996.460938,58883.921875,23896.515625,66099.437500,66626.898438,80768.343750,80669.070312,80691.828125,80660.476562,80641.046875
99979.007812,61463.925781,61176.523438,62830.671875,62640.355469,61712.523438,62838.015625,62867.910156,61812.941406,62814.058594,62741.398438,61687.625000,62671.710938,62353.941406,61679.710938,62321.339844,62493.945312,61342.304688,62548.062500,61744.292969,60990.425781,62500.199219,62379.414062,61208.812500,62398.421875,62000.445312,61676.378906,62695.359375,62797.027344,61367.675781,62248.996094,62346.128906,61695.855469,62568.738281,62364.519531,61098.917969,62550.769531,62490.820312,61325.535156,62513.320312,62728.480469,61957.375000,62448.214844,62357.433594,61233.449219,61953.414062,62639.937500,61829.714844,62558.113281,62035.343750,61317.097656,62525.925781,62249.460938,62164.093750,61186.312500,62293.160156,61984.140625,61921.640625,62504.519531,62819.058594,61029.023438,61873.832031,62491.132812,60998.914062,61997.425781,62069.042969,54869.617188,50559.734375,46472.824219,19809.351562,99996.562500,43061.714844,23852.039062,36476.312500,6502.914062,99994.898438,20861.351562,9712.515625,99991.929688,29480.382812,-23418.078125,99992.289062,22711.492188,32820.718750,62452.484375,61862.472656,61754.449219,62477.332031,62280.453125,61308.140625,62251.125000,62054.511719,61247.148438,62387.019531,61926.484375,61195.222656,37264.191406,9601.062500,99992.968750,-98230.343750,99995.210938,99997.500000,32226.328125,34632.523438,15131.851562,99991.718750,36690.070312,6352.031250,99993.382812,45958.335938,19101.828125,99997.031250,15656.500000,99995.054688,-57151.703125,99992.601562,35875.257812,38725.941406,-4958.101562,99992.242188,18160.554688,99996.351562,-8993.453125,99994.945312,7673.562500,99992.812500,-150175.031250,99993.492188,99997.242188,-108.734375,99992.601562,27608.414062,-87840.953125,99993.851562,99997.398438,-137187.312500,99996.406250,99997.710938,12761.593750,99995.156250,60971.570312,62385.089844,62412.433594,61300.066406,62473.632812,62097.375000,61354.960938,62153.730469,62704.679688,61538.250000,62463.421875,62617.230469,61538.875000,62480.093750,62454.414062,35299.828125,37350.964844,34333.453125,19292.773438,99996.929688,3180.093750,99995.054688,-4551.273438,99994.164062,-16019.117188,99993.539062,20429.250000,21760.382812,31030.367188,19843.976562,99996.929688,35483.007812,26519.585938,49107.671875,62948.484375,61890.652344,61819.039062,62791.136719,61797.316406,62447.433594
99978.539062,10859.882812,99994.531250,-39479.921875,99993.437500,28905.523438,46288.031250,44099.179688,-21567.203125,99994.687500,43956.781250,11670.429688,99994.476562,71441.062500,72905.101562,73182.039062,73004.742188,71929.875000,73028.703125,73017.296875,71794.609375,72629.156250,73126.515625,71850.601562,72760.312500,73119.796875,71817.734375,72923.960938,72978.960938,72175.085938,72889.218750,72983.078125,72052.531250,73003.437500,72996.203125,71817.109375,72659.265625,72922.296875,71816.070312,72767.078125,72971.507812,72160.765625,72491.343750,72730.625000,71887.062500,73051.671875,73067.609375,60961.984375,58099.164062,-102969.031250,99994.898438,99997.710938,53227.445312,41902.886719,40242.277344,-29956.656250,99994.375000,18663.640625,43741.308594,47199.406250,46872.105469,43365.832031,39250.589844,23839.117188,16066.351562,41062.605469,15971.039062,47732.957031,72972.968750,71740.859375,72837.601562,73239.070312,72070.765625,72693.437500,72956.406250,71998.000000,72887.078125,72999.117188,71861.750000,72981.929688,72860.156250,71793.515625,72790.312500,72996.718750,72118.531250,72974.062500,72657.601562,71853.828125,72981.250000,73036.093750,71965.867188,73012.710938,72795.000000,57948.746094,31771.109375,17557.476562,56412.515625,44941.332031,21664.078125,33878.812500,29317.359375,-14057.312500,99994.531250,56344.859375,49923.527344,-14028.765625,99995.312500,35314.203125,27712.843750,7226.992188,99995.726562,37111.066406,32504.718750,5895.296875,99995.523438,71973.734375,58961.945312,72933.078125,72784.687500,72145.812500,72825.000000,73147.398438,71953.523438,72730.570312,72947.812500,72059.929688,72858.382812,73185.789062,72018.625000,73128.132812,72873.484375,72074.562500,72896.718750,72841.875000,71707.109375,73063.906250,72756.507812,71836.437500,72724.164062,72907.445312,72076.125000,72963.960938,72824.062500,71614.921875,72758.851562,72839.945312,40079.253906,14540.796875,33226.820312,45577.964844,-25777.085938,99994.531250,35161.023438,51152.875000,11700.062500,99995.414062,-5090.351562,99994.945312,1316.195312,99994.742188,32977.335938,6380.835938,99993.906250,24695.390625,23782.398438,36985.175781,21516.828125,21760.382812,31030.367188,19843.976562,99996.929688,35483.007812,26519.585938,49107.671875,62948.484375,61890.652344,61819.039062,62791.136719,61797.316406,62447.433594
99976.148438,80245.984375,79673.062500,80956.054688,81169.500000,80484.171875,81463.250000,81527.531250,80522.609375,81629.195312,81319.710938,80612.406250,81560.703125,81418.718750,80389.015625,81578.148438,81264.601562,80382.187500,81498.257812,81455.492188,80464.640625,81642.789062,81316.062500,80215.156250,81592.476562,81377.890625,80343.390625,81526.429688,81259.703125,80334.843750,81266.632812,58046.562500,22635.812500,69101.687500,70151.187500,-13643.593750,99994.585938,66456.687500,68517.828125,66399.546875,63593.660156,49449.347656,30207.632812,16689.703125,-16620.695312,99994.585938,68579.078125,25901.296875,75586.671875,82860.992188,81528.046875,80002.859375,81240.750000,81457.578125,80340.265625,81388.359375,81300.703125,80296.875000,81418.304688,81200.015625,80498.445312,81453.460938,81123.875000,80280.414062,81276.320312,81323.406250,80352.140625,81413.984375,81222.101562,80471.093750,81433.929688,81324.500000,80197.085938,81379.343750,81181.375000,80512.609375,81525.960938,81220.484375,80036.976562,81316.062500,81211.320312,80153.695312,74465.085938,63657.515625,23271.968750,42731.550781,23984.437500,63864.285156,46195.738281,8989.632812,99996.773438,11559.695312,74156.375000,58860.277344,45181.550781,49612.687500,37861.289062,44647.160156,59992.226562,54348.253906,61219.335938,59204.605469,49639.664062,80302.921875,81441.015625,81455.601562,80260.101562,81284.445312,81376.843750,80501.406250,81449.609375,81520.906250,81588.828125,81040.851562,80432.554688,81423.828125,81345.960938,80279.734375,81424.085938,81316.687500,80383.234375,81388.359375,81519.765625,81503.828125,81476.796875,80322.867188,81603.828125,81381.429688,80224.007812,81507.312500,81347.781250,80383.437500,81388.046875,81592.218750,80401.406250,81252.882812,81270.546875,80323.546875,81568.460938,55950.578125,42583.890625,74892.328125,45912.398438,49392.734375,45727.082031,52874.316406,1080.773438,99995.156250,59137.886719,54720.710938,66631.484375,39494.500000,74451.546875,81412.109375,80019.992188,99995.414062,-5090.351562,99994.945312,1316.195312,99994.742188,32977.335938,6380.835938,99993.906250,24695.390625,23782.398438,36985.175781,21516.828125,21760.382812,31030.367188,19843.976562,99996.929688,35483.007812,26519.585938,49107.671875,62948.484375,61890.652344,61819.039062,62791.136719,61797.316406,62447.433594
99978.492188,93875.335938,93880.968750,94666.398438,94701.031250,94828.484375,94639.312500,94783.171875,94571.242188,94597.851562,94734.523438,94848.898438,94553.789062,94576.812500,94376.648438,94823.429688,94847.914062,94784.421875,94560.929688,94582.695312,94754.523438,94626.921875,94528.062500,94603.218750,94508.890625,94476.187500,94625.617188,94766.296875,94704.265625,94651.398438,94734.992188,94749.523438,94503.843750,94830.929688,91665.500000,94840.148438,94739.265625,94690.718750,93860.914062,94679.578125,94798.484375,94744.054688,94822.234375,94681.710938,94661.500000,94824.109375,94782.648438,94849.476562,94804.007812,94910.046875,94718.531250,94797.960938,94760.093750,94695.046875,94859.109375,94903.171875,94647.750000,94685.929688,94833.117188,94612.382812,94480.453125,94856.507812,94719.679688,94708.687500,94795.101562,94640.671875,93891.437500,94652.335938,94797.804688,94780.570312,94674.367188,94555.765625,94692.750000,94457.070312,94425.875000,94747.593750,94834.109375,94701.867188,94766.242188,94722.750000,94657.078125,94745.148438,94695.406250,94665.304688,89378.632812,94765.515625,94773.742188,94856.093750,94761.968750,94638.742188,94599.000000,94775.773438,94780.984375,94668.375000,94768.015625,94874.367188,94431.343750,94626.656250,94734.625000,94694.421875,94813.015625,94743.953125,94688.687500,94789.476562,94614.312500,94626.242188,94814.164062,94691.343750,94780.984375,94844.421875,94652.492188,94752.859375,94794.625000,94676.398438,94679.265625,94817.859375,94634.882812,94747.703125,94794.835938,94723.796875,94684.054688,94790.203125,94580.875000,94765.460938,94797.750000,94685.773438,94741.968750,94602.960938,94600.875000,94713.796875,94725.203125,87361.453125,88356.210938,85819.234375,67169.617188,86211.945312,60460.882812,87446.453125,84791.968750,85419.226562,-4418.242188,99995.367188,-9786.382812,99994.789062,88969.398438,85794.804688,88937.062500,86951.546875,52069.453125,85403.078125,94654.265625,94831.664062,94579.468750,81412.109375,80019.992188,99995.414062,-5090.351562,99994.945312,1316.195312,99994.742188,32977.335938,6380.835938,99993.906250,24695.390625,23782.398438,36985.175781,21516.828125,21760.382812,31030.367188,19843.976562,99996.929688,35483.007812,26519.585938,49107.671875,62948.484375,61890.652344,61819.039062,62791.136719,61797.316406,62447.433594
99983.226562,93684.554688,94415.406250,95326.929688,95558.710938,94580.875000,96436.328125,94652.703125,96232.312500,95204.015625,96171.171875,95173.023438,96438.671875,95168.281250,96199.242188,95482.921875,96259.351562,95230.523438,96431.484375,95254.117188,96175.437500,95202.187500,96197.265625,95119.531250,96225.281250,85323.593750,91271.273438,84825.515625,77314.312500,83024.328125,80559.640625,83553.875000,27392.265625,88100.007812,90102.914062,88503.664062,62132.535156,80430.781250,80980.640625,81608.203125,86127.468750,95021.921875,96253.617188,95161.406250,96252.367188,95131.875000,96339.507812,95346.414062,96304.296875,95168.804688,96226.171875,95193.906250,96239.500000,95330.945312,96367.320312,95171.984375,96425.445312,95121.250000,96246.531250,95398.757812,96356.851562,95124.687500,96350.968750,95415.687500,96285.234375,95229.843750,96240.078125,95348.703125,96204.710938,95402.976562,96294.765625,94840.203125,96295.179688,95255.734375,96222.421875,89657.437500,95158.750000,94982.289062,96387.632812,95088.695312,96486.382812,95240.890625,96138.617188,95293.648438,96225.601562,95191.671875,96198.148438,94079.039062,96371.851562,95165.679688,96423.828125,95226.617188,96222.468750,95310.367188,96363.773438,95163.648438,96173.460938,95272.296875,96145.859375,95286.882812,96396.125000,95083.492188,96191.062500,95364.742188,96266.898438,95282.867188,96312.523438,95245.789062,96240.492188,95129.953125,96303.203125,95066.820312,96201.796875,95221.562500,96406.953125,95250.890625,96182.625000,95185.000000,96318.101562,95250.468750,96276.585938,95111.460938,96181.328125,95273.648438,96249.609375,95380.734375,95122.867188,95270.890625,96252.421875,95467.921875,96344.562500,94955.781250,96487.687500,95234.953125,96307.007812,95187.867188,96193.406250,95297.296875,96481.070312,95124.742188,96310.601562,95485.421875,96470.914062,95344.898438,96320.492188,95282.554688,96198.984375,95287.867188,96365.132812,95161.718750,96401.906250,94831.664062,94579.468750,81412.109375,80019.992188,99995.414062,-5090.351562,99994.945312,1316.195312,99994.742188,32977.335938,6380.835938,99993.906250,24695.390625,23782.398438,36985.175781,21516.828125,21760.382812,31030.367188,19843.976562,99996.929688,35483.007812,26519.585938,49107.671875,62948.484375,61890.652344,61819.039062,62791.136719,61797.316406,62447.433594
